CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,Cluster_Name,PCA1,PCA2
10796,9470.18498,1.0,49.19,0.0,49.19,4078.303778,0.416667,0.0,0.416667,0.25,6,5,12000,2230.957196,2672.605531,0.0,12,0,Low to Moderate Activity Customers,1.350054495590635,4.251136302871258
10797,2388.503738,1.0,4021.29,2303.6,1717.69,2075.781347,1.0,1.0,0.5,0.333333,4,44,5000,2851.045852,794.323892,0.0,12,1,High Value Active Purchasers,4.588652846238335,-2.617376482656431
10798,1955.179305,1.0,503.45,503.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10500,685.660178,495.65428,0.0,12,0,Low to Moderate Activity Customers,-1.1436951532916815,0.1697216166359135
10799,432.915949,1.0,4430.17,3628.67,801.5,0.0,1.0,1.0,1.0,0.0,0,78,8500,4301.600928,186.739077,1.0,12,1,High Value Active Purchasers,5.6663521506669685,-6.490181287940682
10800,2027.896903,1.0,933.5,933.5,0.0,1160.28334,0.083333,0.083333,0.0,0.083333,2,1,3000,393.417404,462.153221,0.0,12,0,Low to Moderate Activity Customers,-0.6913059296752428,-0.024981084873520493
10801,1252.58309,1.0,1163.93,950.03,213.9,0.0,0.833333,0.75,0.416667,0.0,0,22,5000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-0.20761187368569467,-1.0371491769912948
10803,1822.43199,1.0,177.23,70.26,106.97,0.0,0.083333,0.083333,0.083333,0.0,0,3,2500,1136.340121,428.353499,0.0,12,0,Low to Moderate Activity Customers,-1.6641531764537565,0.40804271823713845
10804,1557.750089,1.0,283.6,204.27,79.33,0.0,0.25,0.125,0.125,0.0,0,2,5000,424.829757,282.152847,0.0,8,0,Low to Moderate Activity Customers,-1.9218049315631898,0.1521180261916527
10805,3879.064446,1.0,9796.28,9536.28,260.0,1959.013493,1.0,0.833333,0.583333,0.166667,2,45,19000,12667.90527,968.363741,0.333333,12,1,High Value Active Purchasers,14.834793903512477,-9.896996965080369
10806,708.509086,1.0,2109.61,1734.61,375.0,366.008558,1.0,0.583333,1.0,0.166667,3,19,6500,4591.162882,296.681069,0.181818,12,0,Low to Moderate Activity Customers,1.8559793108483011,-2.3304249626017324
10807,2748.60877,1.0,0.0,0.0,0.0,434.319424,0.0,0.0,0.0,0.166667,4,0,3000,808.881566,1663.969183,0.0,12,0,Low to Moderate Activity Customers,-0.7702376950350119,2.4331027335162023
10808,4343.537475,1.0,1326.3,1326.3,0.0,1123.247578,1.0,1.0,0.0,0.166667,2,23,4500,1373.689245,3414.220124,0.0,12,0,Low to Moderate Activity Customers,3.436490645460716,2.808577965419061
10809,8646.143734,1.0,0.0,0.0,0.0,10204.12284,0.0,0.0,0.0,0.416667,9,0,10000,11192.8048,3427.635445,0.0,12,0,Low to Moderate Activity Customers,3.9653994210412966,5.355532802399917
10810,90.445498,0.454545,0.0,0.0,0.0,729.325692,0.0,0.0,0.0,0.166667,2,0,3500,79.242572,81.716644,0.0,12,0,Low to Moderate Activity Customers,-3.112084927658471,0.13201546964609603
10811,9164.724752,1.0,3407.69,2074.16,1333.53,2063.860557,1.0,0.833333,1.0,0.166667,5,77,9500,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,3.881237972729889,-2.5476962849227998
10812,298.592251,1.0,1804.09,620.16,1183.93,327.479813,0.916667,0.916667,0.666667,0.25,3,27,7500,1672.051219,190.893951,0.181818,12,0,Low to Moderate Activity Customers,0.7304609821067414,-1.7660485110698074
10813,88.242406,0.636364,758.31,0.0,758.31,0.0,0.583333,0.0,0.5,0.0,0,7,6000,501.41401,83.041019,0.416667,12,0,Low to Moderate Activity Customers,-1.8928899447433942,-1.1086508013882055
10814,14.731998,0.818182,121.5,0.0,121.5,0.0,0.818182,0.0,0.818182,0.0,0,9,4000,137.148597,125.135021,0.0,11,0,Low to Moderate Activity Customers,-2.421489718056054,-0.07888742572883167
10815,5211.229218,1.0,0.0,0.0,0.0,2316.206642,0.0,0.0,0.0,0.416667,10,0,5500,1009.545319,2092.29409,0.0,12,0,Low to Moderate Activity Customers,0.026662717528725732,3.5131482831233187
10816,835.007085,0.75,90.39,90.39,0.0,1160.459619,0.125,0.125,0.0,0.125,1,1,1500,254.561828,152.221816,0.0,8,0,Low to Moderate Activity Customers,-2.619933032301105,0.24931009581451136
10817,2302.479845,1.0,0.0,0.0,0.0,861.574218,0.0,0.0,0.0,0.75,9,0,2600,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.04331522456606,1.1325037319327618
10818,1782.997768,0.909091,0.0,0.0,0.0,16037.32794,0.0,0.0,0.0,0.416667,11,0,10000,15923.28722,517.595201,0.0,12,0,Low to Moderate Activity Customers,2.2093439641845425,1.64149302447673
10819,2435.823938,1.0,749.3,393.5,355.8,0.0,0.583333,0.083333,0.5,0.0,0,8,8500,2501.125038,541.51241,0.0,12,0,Low to Moderate Activity Customers,-0.409775439623858,-0.09039248788973325
10820,10.096031,1.0,184.92,0.0,184.92,0.0,1.0,0.0,1.0,0.0,0,12,4000,185.189285,129.992635,0.545455,12,0,Low to Moderate Activity Customers,-1.9055464196457597,-0.8124345362292957
10821,1524.409377,1.0,70.0,0.0,70.0,640.711949,0.166667,0.0,0.166667,0.5,9,2,1500,973.097522,1263.139657,0.0,12,0,Low to Moderate Activity Customers,-0.9957260074242926,2.0490609673036277
10822,1819.529197,1.0,219.26,219.26,0.0,977.92638,0.25,0.25,0.0,0.333333,7,5,2500,518.949471,1223.335721,0.0,12,0,Low to Moderate Activity Customers,-0.7541811277040731,1.6982709943952279
10823,4.607593,0.181818,44.55,44.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000,267.147917,88.028446,0.0,12,0,Low to Moderate Activity Customers,-3.336237714170827,-0.26619069960062675
10824,644.530629,1.0,268.68,0.0,268.68,0.0,1.0,0.0,1.0,0.0,0,12,1200,1557.68946,438.318992,0.166667,12,0,Low to Moderate Activity Customers,-1.377775923183573,-0.04026715928307184
10825,147.180819,0.636364,0.0,0.0,0.0,1843.426883,0.0,0.0,0.0,0.166667,6,0,2600,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.6031638806174975,0.7423108018070934
10826,197.555397,1.0,1876.8,0.0,1876.8,0.0,1.0,0.0,1.0,0.0,0,12,5000,1715.207478,163.663033,1.0,12,0,Low to Moderate Activity Customers,0.13602111876666023,-2.434291805338032
10827,1716.622291,1.0,455.76,36.0,419.76,0.0,1.0,0.083333,1.0,0.0,0,13,1700,881.425823,1066.801936,0.0,12,0,Low to Moderate Activity Customers,-0.6929212117218915,0.9226239104326257
10828,26.680023,0.545455,520.5,0.0,520.5,0.0,0.5,0.0,0.5,0.0,0,15,4000,551.370293,88.814191,0.454545,12,0,Low to Moderate Activity Customers,-2.121038380052458,-1.1274288291155266
10829,5359.980872,1.0,0.0,0.0,0.0,1113.868654,0.0,0.0,0.0,0.25,3,0,6000,638.144031,12866.94167,0.0,12,2,High Balance / Potential Risk Customers,9.291457855567216,16.75988139901249
10830,772.54691,1.0,8519.02,8003.21,515.81,237.066662,1.0,1.0,1.0,0.083333,1,117,17500,5828.994002,270.774147,0.833333,12,1,High Value Active Purchasers,12.0805705315464,-10.670614138586672
10831,83.477053,0.181818,0.0,0.0,0.0,2654.856157,0.0,0.0,0.0,0.083333,2,0,3000,12902.18813,1791.729021,0.5,12,0,Low to Moderate Activity Customers,0.7986437035278102,0.6488712154858085
10832,2654.816967,1.0,0.0,0.0,0.0,3469.664606,0.0,0.0,0.0,0.25,27,0,4000,3225.132002,1689.935969,0.0,12,0,Low to Moderate Activity Customers,0.17507485326947125,3.256589955579145
10833,81.762162,0.909091,777.04,521.46,255.58,0.0,0.833333,0.5,0.75,0.0,0,20,7500,753.811533,162.763716,0.0,12,0,Low to Moderate Activity Customers,-0.9400140883375697,-0.9073229181910423
10834,1373.277423,0.818182,0.0,0.0,0.0,2739.66574,0.0,0.0,0.0,0.166667,2,0,3300,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.285232707947424,0.8595763362923918
10835,1773.445786,1.0,4504.25,2986.66,1517.59,0.0,0.5,0.5,0.416667,0.0,0,37,8500,278.70437,561.333282,0.0,12,0,Low to Moderate Activity Customers,4.092426093494009,-3.4732638422210083
10836,227.07351,1.0,2370.01,1682.03,687.98,0.0,1.0,0.333333,1.0,0.0,0,35,4200,1948.361057,162.995748,0.833333,12,0,Low to Moderate Activity Customers,1.619323566072732,-3.524375212242603
10837,155.924331,0.818182,517.14,460.57,56.57,0.0,0.416667,0.25,0.166667,0.0,0,7,3000,369.733274,131.403254,0.0,12,0,Low to Moderate Activity Customers,-1.8002662785293984,-0.5164669063279632
10838,4767.644535,1.0,806.0,481.0,325.0,1705.723287,1.0,0.083333,1.0,0.166667,3,25,8000,880.198403,2203.284474,0.0,12,0,Low to Moderate Activity Customers,1.3900992660047888,2.3081460162445557
10839,2574.852985,1.0,578.66,578.66,0.0,6390.668135,1.0,1.0,0.0,0.272727,4,12,9500,3219.440365,728.739114,0.0,11,0,Low to Moderate Activity Customers,0.6131434751647784,0.6749850958937005
10840,3405.005439,1.0,8.4,8.4,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10500,1015.698271,795.091125,0.0,12,0,Low to Moderate Activity Customers,-0.8484522177659611,0.6193753340000776
10841,3517.561446,1.0,173.69,173.69,0.0,3122.99024,0.166667,0.166667,0.0,0.416667,6,2,5000,5091.300312,796.031998,0.0,12,0,Low to Moderate Activity Customers,-0.0988508289986696,1.1931699713851043
10843,1748.546186,1.0,74.98,74.98,0.0,216.032736,0.166667,0.166667,0.0,0.25,5,2,1800,650.440749,572.683934,0.0,12,0,Low to Moderate Activity Customers,-1.6500576831351146,0.9006420107618631
10844,4.503251,0.181818,60.24,0.0,60.24,0.0,0.166667,0.0,0.166667,0.0,0,2,4000,471.23242,110.528523,0.5,12,0,Low to Moderate Activity Customers,-3.1967908404399212,-0.8937006340076357
10845,2717.915641,1.0,1500.0,1500.0,0.0,475.122697,0.083333,0.083333,0.0,0.083333,1,2,4600,949.592719,885.376298,0.0,12,0,Low to Moderate Activity Customers,0.5386516234615615,-0.1722625946878697
10846,1841.359829,1.0,2280.58,0.0,2280.58,0.0,1.0,0.0,0.916667,0.0,0,20,1800,2463.113969,1947.918485,0.0,12,0,Low to Moderate Activity Customers,2.167634770768556,0.8748571505859759
10847,1399.729932,1.0,0.0,0.0,0.0,1967.782148,0.0,0.0,0.0,0.333333,5,0,3000,712.803089,316.461916,0.0,12,0,Low to Moderate Activity Customers,-1.9378326716197554,0.9257756847959966
10848,674.817091,1.0,1152.83,0.0,1152.83,0.0,1.0,0.0,1.0,0.0,0,21,7000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-0.7807341120319717,-0.44438343275432196
10849,2406.569238,1.0,0.0,0.0,0.0,94.706407,0.0,0.0,0.0,0.25,4,0,2400,314.272712,10774.73572,0.0,12,0,Low to Moderate Activity Customers,7.10106889690968,13.935416179004262
10850,285.308422,0.181818,0.0,0.0,0.0,2644.698717,0.0,0.0,0.0,0.166667,7,0,3000,248.742811,572.390099,0.0,12,0,Low to Moderate Activity Customers,-2.7943974011557886,0.9915489289738031
10852,1011.110679,1.0,186.11,61.11,125.0,0.0,0.333333,0.083333,0.25,0.0,0,5,3000,634.853367,227.160721,0.0,12,0,Low to Moderate Activity Customers,-1.9268518151592162,0.11832400562675073
10853,1358.890643,1.0,89.9,28.0,61.9,0.0,0.333333,0.083333,0.166667,0.0,0,4,7000,323.344372,409.65366,0.0,12,0,Low to Moderate Activity Customers,-1.865388501848496,0.45583555491485084
10854,1392.773202,1.0,221.61,221.61,0.0,0.0,0.666667,0.666667,0.0,0.0,0,8,1700,369.345758,294.377252,0.0,12,0,Low to Moderate Activity Customers,-1.5835658285032794,-0.06542946367293587
10855,487.584965,0.727273,4768.27,4768.27,0.0,0.0,0.727273,0.727273,0.0,0.0,0,27,2500,1980.213325,149.493574,0.454545,11,1,High Value Active Purchasers,4.404373246725855,-5.737075939741755
10856,1892.439622,1.0,86.7,86.7,0.0,92.435934,0.166667,0.166667,0.0,0.083333,2,2,2000,534.092827,1069.925154,0.0,12,0,Low to Moderate Activity Customers,-1.2558429317487128,1.3865745255597277
10857,3957.419199,1.0,1162.63,1021.67,140.96,3808.247988,0.5,0.416667,0.166667,0.666667,21,14,7500,1476.991573,1451.018556,0.0,12,0,Low to Moderate Activity Customers,1.5455999891130083,1.7772056889614987
10858,920.968431,1.0,977.38,615.99,361.39,0.0,0.833333,0.25,0.833333,0.0,0,18,3350,549.396517,266.850585,0.0,12,0,Low to Moderate Activity Customers,-0.6829796512760498,-0.7201140705994948
10859,227.781773,1.0,1497.82,690.57,807.25,0.0,1.0,0.333333,0.833333,0.0,0,31,3500,342.79543,183.964777,0.090909,12,0,Low to Moderate Activity Customers,-0.07515311484665999,-1.4391822405525472
10860,4270.148411,0.888889,363.0,363.0,0.0,5307.322893,0.111111,0.111111,0.0,0.555556,11,2,5500,1250.695005,2070.907379,0.0,9,0,Low to Moderate Activity Customers,0.48660191857155577,3.382255855611754
10861,4115.739163,1.0,0.0,0.0,0.0,540.251858,0.0,0.0,0.0,0.25,3,0,8500,1006.261579,1313.531481,0.0,12,0,Low to Moderate Activity Customers,-0.8744552176516152,2.0283659596779784
10862,1375.845223,1.0,0.0,0.0,0.0,112.680045,0.0,0.0,0.0,0.25,3,0,1500,306.606914,736.789619,0.0,12,0,Low to Moderate Activity Customers,-1.8162721766642478,1.2067911345109688
10863,1300.593766,1.0,0.0,0.0,0.0,513.664928,0.0,0.0,0.0,0.166667,3,0,3000,386.660071,396.635432,0.0,12,0,Low to Moderate Activity Customers,-2.0595434477778287,0.7826564264683304
10864,1437.895562,1.0,350.0,0.0,350.0,0.0,0.166667,0.0,0.166667,0.0,0,2,4000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.886318604621715,0.2954060817195272
10865,1304.357015,1.0,1488.8,987.68,501.12,858.516418,0.833333,0.25,0.583333,0.166667,2,21,2000,612.674919,341.524735,0.0,12,0,Low to Moderate Activity Customers,0.11999628211370128,-0.8647200682376166
10866,1372.725482,1.0,992.25,651.4,340.85,667.818882,0.833333,0.25,0.75,0.25,3,18,4500,2899.141015,464.139521,0.0,12,0,Low to Moderate Activity Customers,0.10301331647231726,-0.43734939900026953
10867,938.177781,1.0,1288.42,0.0,1288.42,0.0,0.916667,0.0,0.916667,0.0,0,23,1500,1018.536172,196.720403,0.0,12,0,Low to Moderate Activity Customers,-0.602220486938994,-0.7295047986163723
10868,129.3741,1.0,1102.72,0.0,1102.72,0.0,1.0,0.0,1.0,0.0,0,15,4000,1123.51632,178.44023,0.833333,12,0,Low to Moderate Activity Customers,-0.7039726597674867,-1.74355588548129
10869,161.198861,1.0,536.68,103.0,433.68,0.0,1.0,0.083333,1.0,0.0,0,13,1000,280.826685,165.304588,0.090909,12,0,Low to Moderate Activity Customers,-1.587864337734941,-0.42891605165225705
10870,825.977042,1.0,0.0,0.0,0.0,904.460261,0.0,0.0,0.0,0.166667,4,0,2500,522.917982,170.397605,0.0,12,0,Low to Moderate Activity Customers,-2.232176569660951,0.5367322860615324
10871,230.359954,1.0,2163.12,1383.12,780.0,0.0,1.0,1.0,0.333333,0.0,0,23,4000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,0.9019697860580858,-1.9119708523549825
10872,3616.993845,0.888889,0.0,0.0,0.0,4947.781762,0.0,0.0,0.0,0.555556,7,0,5500,529.726072,1294.501736,0.0,9,0,Low to Moderate Activity Customers,-0.9769236860061872,2.6932789422286243
10873,8220.740014,1.0,5197.22,4001.41,1195.81,18857.05847,1.0,0.571429,0.857143,1.0,25,15,13000,12886.44123,1287.324868,0.2,7,1,High Value Active Purchasers,9.749443754724803,-1.1211236500476998
10874,4438.521324,1.0,591.84,109.16,482.68,564.365429,0.636364,0.181818,0.454545,0.272727,3,11,17000,5552.601399,1094.486286,0.0,11,0,Low to Moderate Activity Customers,0.7949003657578759,0.7925231708394862
10875,2210.404961,1.0,1790.64,1358.4,432.24,1660.66756,1.0,0.833333,1.0,0.75,18,52,10500,8862.839094,478.820544,0.0,12,0,Low to Moderate Activity Customers,3.3725808422472277,-1.488079075169206
10876,2315.003636,1.0,0.0,0.0,0.0,3253.033658,0.0,0.0,0.0,0.666667,27,0,3000,2467.952091,986.843214,0.0,12,0,Low to Moderate Activity Customers,-0.6216867270065438,2.517942803650007
10877,1255.779743,1.0,385.0,385.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.6690755155560624,0.05581074818631143
10878,62.596086,1.0,475.0,0.0,475.0,0.0,1.0,0.0,0.916667,0.0,0,12,1500,408.132037,170.451899,0.9,12,0,Low to Moderate Activity Customers,-1.5132988703987689,-1.3973319175679504
10879,5280.649637,1.0,0.0,0.0,0.0,1786.833644,0.0,0.0,0.0,0.333333,4,0,6000,1648.300986,1264.637138,0.0,12,0,Low to Moderate Activity Customers,-0.6656040148842086,2.168988162836638
10880,170.907823,0.909091,1366.3,1366.3,0.0,0.0,0.5,0.5,0.0,0.0,0,11,2000,3453.112338,139.388035,0.4,12,0,Low to Moderate Activity Customers,0.23813730947311473,-2.215514460218636
10881,1271.212003,0.909091,76.94,76.94,0.0,0.0,0.181818,0.181818,0.0,0.0,0,2,1500,257.110005,277.714185,0.0,11,0,Low to Moderate Activity Customers,-2.239613163047024,0.26532858393161257
10882,11083.32542,1.0,2126.7,2026.7,100.0,1622.219455,0.5,0.25,0.416667,0.5,7,10,15000,2494.033369,2642.937347,0.0,12,0,Low to Moderate Activity Customers,4.17781765402793,1.9603506690398056
10883,992.599867,1.0,100.0,100.0,0.0,593.181763,0.083333,0.083333,0.0,0.166667,3,1,1200,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.0756570772465053,0.571553775223404
10884,10131.00055,1.0,0.0,0.0,0.0,3330.326162,0.0,0.0,0.0,0.166667,5,0,14500,4056.944212,2592.311811,0.0,12,0,Low to Moderate Activity Customers,1.4946218130446403,3.9941106971217417
10885,4419.30294,1.0,12551.95,10901.24,1650.71,14896.54051,1.0,0.666667,1.0,0.5,19,122,17000,31698.41902,1448.585054,0.416667,12,1,High Value Active Purchasers,24.16961049389427,-11.710046842397235
10886,2173.621597,1.0,200.0,200.0,0.0,201.404735,0.083333,0.083333,0.0,0.25,4,1,8000,495.968187,502.765453,0.0,12,0,Low to Moderate Activity Customers,-1.520514039533174,0.7135447351262427
10887,9901.685569,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4,43,11500,2972.248185,2849.235124,0.0,12,0,Low to Moderate Activity Customers,4.545150033248383,2.0637596076150975
10888,2320.309453,1.0,2896.05,2209.21,686.84,187.030671,1.0,0.916667,0.916667,0.083333,1,90,13500,1341.195566,559.284909,0.0,12,0,Low to Moderate Activity Customers,3.6295561651776476,-2.9484232842625167
10889,910.072514,1.0,18.05,0.0,18.05,19.118837,0.083333,0.0,0.083333,0.083333,1,1,1000,233.886707,230.806229,0.0,12,0,Low to Moderate Activity Customers,-2.3067167883322197,0.4137868429124943
10890,1374.460976,1.0,1990.81,0.0,1990.81,0.0,1.0,0.0,0.916667,0.0,0,31,5000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,0.1585896857328144,-0.9607794907435041
10891,0.0,0.0,199.88,0.0,199.88,0.0,0.75,0.0,0.75,0.0,0,14,4000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-3.0833541878020005,-0.24670386200483585
10892,268.493643,1.0,4917.48,3300.1,1617.38,0.0,1.0,0.25,1.0,0.0,0,31,13500,3552.167671,78.898037,0.375,12,1,High Value Active Purchasers,4.748034966721143,-5.202271786282051
10893,1827.200326,1.0,1325.27,1161.66,163.61,0.0,0.75,0.5,0.416667,0.0,0,21,4000,666.371943,531.303374,0.0,12,0,Low to Moderate Activity Customers,0.254612716962485,-0.8662581720995435
10894,1029.66874,1.0,1448.59,1229.0,219.59,1070.165399,0.666667,0.25,0.5,0.166667,2,18,1200,3008.279166,1054.339431,0.083333,12,0,Low to Moderate Activity Customers,1.2088732520358005,-0.29933993683231264
10895,993.533549,1.0,851.68,0.0,851.68,1515.648089,0.833333,0.0,0.75,0.083333,4,12,1500,1660.242557,512.342306,0.0,12,0,Low to Moderate Activity Customers,-0.6341469263488644,0.2784849096400476
10896,3150.679884,1.0,0.0,0.0,0.0,365.816939,0.0,0.0,0.0,0.416667,5,0,3500,819.246481,805.478131,0.0,12,0,Low to Moderate Activity Customers,-1.4742534260145375,1.4600709631908844
10897,11654.55492,1.0,463.0,74.0,389.0,3096.807933,0.583333,0.083333,0.416667,0.416667,17,7,12500,3024.60947,5148.045052,0.0,12,0,Low to Moderate Activity Customers,4.358080455348489,7.337261567448675
10898,1254.970145,1.0,769.34,769.34,0.0,2234.780695,0.166667,0.166667,0.0,0.333333,7,3,7000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-0.9002990442169136,0.20767413013171382
10899,2174.018945,1.0,377.1,177.62,199.48,388.849566,0.333333,0.083333,0.25,0.166667,2,5,2600,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.640540431999572,0.3279433226316258
10900,1076.029456,1.0,0.0,0.0,0.0,59.57182,0.0,0.0,0.0,0.083333,2,0,1200,239.407898,363.517186,0.0,12,0,Low to Moderate Activity Customers,-2.2019066024301956,0.6461697477554256
10901,1444.365154,0.727273,780.14,69.9,710.24,3573.493609,0.416667,0.083333,0.25,0.25,6,5,9000,6123.111421,430.209133,0.285714,12,0,Low to Moderate Activity Customers,0.047561412613138065,-0.2669318457917572
10902,2767.545277,1.0,3480.24,2767.28,712.96,0.0,1.0,1.0,0.666667,0.0,0,60,12500,4062.447703,1082.201074,0.0,12,1,High Value Active Purchasers,4.9189303638675295,-2.8516593597224413
10903,1382.310939,1.0,0.0,0.0,0.0,189.624301,0.0,0.0,0.0,0.5,6,0,1500,381.094555,462.715637,0.0,12,0,Low to Moderate Activity Customers,-1.9944907831181002,1.019987934841186
10904,716.017731,1.0,0.0,0.0,0.0,3943.873219,0.0,0.0,0.0,0.166667,4,0,12000,232.136896,267.035943,0.0,12,0,Low to Moderate Activity Customers,-1.869850701072066,0.9827796968009201
10905,1890.397414,1.0,2493.67,358.0,2135.67,0.0,1.0,0.083333,1.0,0.0,0,26,3000,916.285608,494.455132,0.0,12,0,Low to Moderate Activity Customers,1.049229689959496,-1.1856302934008298
10906,1948.434315,1.0,324.3,324.3,0.0,1468.08356,0.166667,0.166667,0.0,0.166667,4,4,5000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.5314240200576341,0.4516496392333897
10907,44.910575,1.0,444.96,0.0,444.96,0.0,1.0,0.0,1.0,0.0,0,12,3000,426.881014,170.607827,1.0,12,0,Low to Moderate Activity Customers,-1.4895629830281516,-1.5241458581852334
10908,802.274379,0.636364,150.0,0.0,150.0,3714.01114,0.25,0.0,0.25,0.166667,2,3,6000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.226572308008934,0.7276490474435191
10909,6059.861762,1.0,250.32,250.32,0.0,4447.636548,0.083333,0.083333,0.0,0.666667,10,1,7000,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-1.1478759746879055,1.4149867716104019
10910,847.013195,0.833333,0.0,0.0,0.0,1159.447747,0.0,0.0,0.0,0.333333,5,0,1200,101.664939,196.261567,0.0,6,0,Low to Moderate Activity Customers,-2.7244896353438124,0.6768462306179985
10911,1843.308668,1.0,89.66,89.66,0.0,126.156551,0.2,0.2,0.0,0.6,6,5,2000,375.878055,397.759846,0.0,10,0,Low to Moderate Activity Customers,-1.835303686944808,0.7809568880442166
10912,21.681508,1.0,299.04,0.0,299.04,0.0,1.0,0.0,1.0,0.0,0,12,7500,320.616627,188.367946,0.916667,12,0,Low to Moderate Activity Customers,-1.5830721252709221,-1.3185321735821445
10913,3558.685862,1.0,1036.19,1036.19,0.0,3270.549354,0.25,0.25,0.0,0.5,11,6,7300,1616.614478,1100.977131,0.0,12,0,Low to Moderate Activity Customers,0.7849668206918012,1.1334413840862658
10914,14581.45914,1.0,0.0,0.0,0.0,22665.7785,0.0,0.0,0.0,0.833333,30,0,18500,20941.32551,5433.759888,0.0,12,0,Low to Moderate Activity Customers,9.163946719205537,9.423781624812113
10915,902.099225,0.818182,5080.85,4674.21,406.64,0.0,0.416667,0.333333,0.25,0.0,0,12,8000,177.879919,258.715978,0.0,12,1,High Value Active Purchasers,4.207726710299254,-4.673387415819108
10916,1081.065726,1.0,554.85,262.4,292.45,952.424906,0.5,0.25,0.333333,0.166667,8,20,2100,1898.82812,382.716751,0.0,12,0,Low to Moderate Activity Customers,-0.6972198890029144,0.09748998720118594
10917,9255.143419,1.0,5153.28,3352.28,1801.0,0.0,1.0,0.583333,1.0,0.0,0,105,11500,4872.818088,9642.502512,0.0,12,1,High Value Active Purchasers,15.282933753979513,6.716825278573977
10918,228.909884,1.0,2617.85,2426.43,191.42,0.0,1.0,0.916667,0.416667,0.0,0,35,1800,1774.318305,143.208454,0.7,12,0,Low to Moderate Activity Customers,2.158304967010772,-3.9656984290781105
10919,1486.051056,1.0,716.98,217.06,499.92,273.531783,1.0,0.25,1.0,0.083333,1,17,1600,1477.151065,1306.468855,0.0,12,0,Low to Moderate Activity Customers,0.07262950443272054,0.9349229457890793
10920,337.317432,1.0,4193.91,3076.01,1117.9,0.0,1.0,1.0,0.583333,0.0,0,27,3000,3690.904874,210.035264,1.0,12,1,High Value Active Purchasers,4.2986605395448905,-5.538768874567552
10921,2643.39225,1.0,965.84,737.79,228.05,0.0,1.0,0.75,0.666667,0.0,0,33,4300,771.299727,627.391113,0.0,12,0,Low to Moderate Activity Customers,0.21561554192558718,-0.5582813621967704
10922,4007.029155,1.0,7597.09,6761.29,835.8,0.0,1.0,1.0,0.333333,0.0,0,22,6500,0.0,312.343947,0.0,12,1,High Value Active Purchasers,8.069379813195399,-6.96946497378747
10923,128.375213,0.727273,0.0,0.0,0.0,1897.551775,0.0,0.0,0.0,0.083333,2,0,9500,0.0,312.343947,0.0,12,0,Low to Moderate Activity Customers,-2.4324924544444544,0.6238916747120125
10924,2903.779416,1.0,360.3,112.61,247.69,3501.657389,0.416667,0.083333,0.333333,0.5,10,7,11500,3014.036186,662.40729,0.0,12,0,Low to Moderate Activity Customers,-0.265035461144302,1.1996043377964491
10925,233.694622,1.0,1772.55,1352.55,420.0,0.0,1.0,1.0,0.75,0.0,0,29,1200,764.816144,227.726516,0.083333,12,0,Low to Moderate Activity Customers,0.6844267843315952,-2.024884667939955
10926,150.52492,1.0,1850.31,1815.31,35.0,0.0,1.0,1.0,0.083333,0.0,0,41,14000,1856.821119,192.520664,0.636364,12,0,Low to Moderate Activity Customers,1.559493263798285,-3.267035120685957
10927,3066.86081,1.0,84.65,0.0,84.65,0.0,0.75,0.0,0.75,0.0,0,9,8000,922.962087,711.596731,0.0,12,0,Low to Moderate Activity Customers,-1.2898681670198364,0.8190401101887321
10928,11.35774,0.555556,223.5,175.5,48.0,0.0,0.333333,0.222222,0.111111,0.0,0,4,17500,192.80601,95.228179,0.0,9,0,Low to Moderate Activity Customers,-2.5259857863216064,-0.3725582094828885
